activity,amount,device,location,frequency,failed_attempts,risk_label,hour,day_of_week,is_weekend
ATM Withdrawal,192.7,ATM,"Sydney, AU",1,0,Not Fraud,19,1,0
Login,0.0,Mobile-Android,"Moscow, RU",1,1,Not Fraud,17,0,0
Bill Payment,637.76,Mobile-iOS,"Sydney, AU",6,0,Not Fraud,8,3,0
Money Transfer,9735.22,Mobile-iOS,"Chicago, US",1,0,Not Fraud,16,1,0
Money Transfer,7820.25,ATM,"Mumbai, IN",2,0,Not Fraud,21,2,0
Money Transfer,2367.56,ATM,"Bangalore, IN",5,5,Not Fraud,12,5,1
Add Beneficiary,0.0,Desktop-Windows,"London, UK",5,1,Not Fraud,6,3,0
Online Purchase,136.33,Desktop-Windows,"Beijing, CN",1,0,Not Fraud,13,6,1
Wallet Top-up,2135.57,Mobile-iOS,"Berlin, DE",2,0,Not Fraud,17,6,1
Bill Payment,1787.56,Desktop-Mac,"Dubai, AE",1,0,Not Fraud,10,3,0
ATM Withdrawal,407.36,ATM,"Los Angeles, US",1,0,Not Fraud,6,5,1
Online Purchase,2055.38,ATM,"Berlin, DE",2,0,Not Fraud,5,0,0
Add Beneficiary,0.0,Tablet,"Bangalore, IN",4,0,Not Fraud,14,1,0
Wallet Top-up,1512.62,Mobile-iOS,"Delhi, IN",9,3,Fraud,14,3,0
Wallet Top-up,147.06,Desktop-Windows,"Sao Paulo, BR",2,0,Not Fraud,11,3,0
Password Change,0.0,Mobile-iOS,"Sao Paulo, BR",1,0,Not Fraud,22,6,1
Login,0.0,Mobile-Android,"Beijing, CN",3,2,Not Fraud,13,0,0
Wallet Top-up,2824.5,Desktop-Windows,"Berlin, DE",4,0,Not Fraud,7,3,0
Bill Payment,1903.37,Mobile-iOS,"Toronto, CA",6,0,Not Fraud,12,6,1
Money Transfer,13353.88,ATM,"Singapore, SG",2,4,Not Fraud,9,6,1
Login,0.0,ATM,"Sao Paulo, BR",1,2,Not Fraud,6,0,0
Login,0.0,Mobile-Android,"Berlin, DE",4,2,Not Fraud,13,2,0
Loan Application,13497.72,ATM,"Dubai, AE",1,5,Fraud,16,4,0
ATM Withdrawal,388.7,Mobile-Android,"New York, US",2,3,Not Fraud,0,3,0
Money Transfer,1486.57,Mobile-iOS,"Kolkata, IN",2,0,Not Fraud,11,5,1
Password Change,0.0,POS-Terminal,"Lagos, NG",1,0,Not Fraud,18,6,1
Add Beneficiary,0.0,POS-Terminal,"New York, US",3,3,Not Fraud,22,5,1
Add Beneficiary,0.0,ATM,"Beijing, CN",1,0,Not Fraud,17,6,1
Online Purchase,1712.98,ATM,"London, UK",1,0,Not Fraud,11,6,1
Password Change,0.0,ATM,"New York, US",2,5,Fraud,0,0,0
Add Beneficiary,0.0,Desktop-Windows,"Houston, US",1,0,Not Fraud,9,6,1
ATM Withdrawal,172.2,Mobile-Android,"Lagos, NG",3,2,Not Fraud,7,0,0
Wallet Top-up,2741.01,Mobile-Android,"Los Angeles, US",2,0,Not Fraud,14,5,1
Password Change,0.0,Desktop-Windows,"Sao Paulo, BR",10,0,Not Fraud,22,6,1
Money Transfer,3461.29,Mobile-iOS,"Delhi, IN",1,2,Not Fraud,18,4,0
Bill Payment,1375.43,Desktop-Mac,"Kolkata, IN",6,1,Not Fraud,11,4,0
Money Transfer,1862.14,ATM,"Lagos, NG",1,0,Not Fraud,11,2,0
Money Transfer,7083.8,Tablet,"Singapore, SG",4,1,Not Fraud,21,2,0
Add Beneficiary,0.0,Tablet,"Los Angeles, US",3,0,Not Fraud,9,2,0
Money Transfer,7665.31,ATM,"Mumbai, IN",1,0,Not Fraud,14,5,1
Add Beneficiary,0.0,Tablet,"Bangalore, IN",1,0,Not Fraud,16,3,0
Money Transfer,19908.81,Mobile-iOS,"New York, US",1,0,Fraud,8,5,1
Online Purchase,410.13,Desktop-Windows,"Toronto, CA",9,1,Not Fraud,22,3,0
Money Transfer,8458.13,POS-Terminal,"Houston, US",1,0,Not Fraud,22,2,0
Online Purchase,2936.13,Mobile-iOS,"Dubai, AE",1,0,Not Fraud,10,5,1
Online Purchase,1121.93,Mobile-iOS,"Sydney, AU",2,2,Not Fraud,9,0,0
Online Purchase,13.64,ATM,"Moscow, RU",7,0,Fraud,23,3,0
Loan Application,1964.28,POS-Terminal,"New York, US",1,0,Not Fraud,14,6,1
ATM Withdrawal,195.28,POS-Terminal,"Kolkata, IN",1,3,Not Fraud,16,4,0
Wallet Top-up,2464.43,Mobile-iOS,"Lagos, NG",5,0,Not Fraud,5,1,0
Login,0.0,Desktop-Windows,"Kolkata, IN",2,4,Not Fraud,14,4,0
Add Beneficiary,0.0,Mobile-Android,"Lagos, NG",5,0,Not Fraud,10,6,1
ATM Withdrawal,331.45,POS-Terminal,"Toronto, CA",4,1,Not Fraud,13,3,0
ATM Withdrawal,327.14,ATM,"Houston, US",1,2,Not Fraud,12,0,0
Bill Payment,770.9,ATM,"Sao Paulo, BR",7,0,Not Fraud,18,6,1
Money Transfer,13599.6,Tablet,"Sao Paulo, BR",7,0,Not Fraud,20,5,1
Online Purchase,2174.44,Tablet,"Lagos, NG",2,0,Not Fraud,21,2,0
Card Swipe,487.31,Desktop-Windows,"Sydney, AU",1,0,Not Fraud,9,2,0
Money Transfer,1619.78,Desktop-Mac,"Delhi, IN",2,1,Not Fraud,19,4,0
Loan Application,13519.03,Tablet,"Sao Paulo, BR",4,5,Fraud,14,6,1
Add Beneficiary,0.0,Desktop-Mac,"Delhi, IN",4,1,Not Fraud,12,1,0
Online Purchase,2718.3,Desktop-Windows,"New York, US",3,0,Not Fraud,8,5,1
Wallet Top-up,267.18,Mobile-iOS,"Toronto, CA",7,0,Not Fraud,11,0,0
Bill Payment,342.96,Desktop-Windows,"Chicago, US",2,1,Not Fraud,21,0,0
Add Beneficiary,0.0,POS-Terminal,"Kolkata, IN",3,0,Not Fraud,8,1,0
Money Transfer,6054.9,ATM,"Los Angeles, US",3,0,Not Fraud,11,3,0
Login,0.0,Mobile-Android,"Sydney, AU",2,0,Not Fraud,1,0,0
Password Change,0.0,Tablet,"Toronto, CA",1,0,Not Fraud,18,5,1
Wallet Top-up,2393.54,POS-Terminal,"Sydney, AU",1,0,Not Fraud,10,0,0
Add Beneficiary,0.0,Mobile-iOS,"London, UK",2,0,Not Fraud,19,2,0
Add Beneficiary,0.0,Desktop-Windows,"Singapore, SG",3,0,Not Fraud,9,2,0
Wallet Top-up,193.33,Tablet,"Beijing, CN",1,0,Not Fraud,21,0,0
Money Transfer,6218.32,Mobile-Android,"Delhi, IN",3,0,Not Fraud,11,2,0
Wallet Top-up,2419.34,Mobile-Android,"Houston, US",1,0,Not Fraud,17,3,0
Bill Payment,2719.92,POS-Terminal,"Moscow, RU",2,0,Not Fraud,1,2,0
Online Purchase,2729.09,ATM,"Dubai, AE",1,0,Not Fraud,8,4,0
Password Change,0.0,ATM,"Dubai, AE",4,0,Not Fraud,20,4,0
Money Transfer,10170.15,Mobile-Android,"Lagos, NG",2,0,Fraud,23,4,0
Bill Payment,2490.15,Desktop-Mac,"Chicago, US",2,0,Not Fraud,9,5,1
Money Transfer,19274.97,Desktop-Mac,Unknown Location,4,0,Fraud,13,2,0
Online Purchase,976.31,Mobile-iOS,"Kolkata, IN",9,0,Not Fraud,18,6,1
Money Transfer,15099.91,POS-Terminal,"Dubai, AE",3,1,Not Fraud,11,5,1
Add Beneficiary,0.0,Tablet,"Kolkata, IN",2,0,Not Fraud,4,5,1
Online Purchase,204.67,Desktop-Mac,"Beijing, CN",2,0,Not Fraud,16,1,0
Password Change,0.0,Mobile-Android,"Beijing, CN",2,0,Not Fraud,10,3,0
Add Beneficiary,0.0,POS-Terminal,"Delhi, IN",3,1,Not Fraud,16,5,1
Password Change,0.0,Desktop-Windows,"Toronto, CA",3,1,Not Fraud,18,6,1
Add Beneficiary,0.0,Tablet,"Berlin, DE",3,0,Not Fraud,23,0,0
Loan Application,19696.08,Desktop-Windows,"Berlin, DE",1,2,Not Fraud,15,3,0
Bill Payment,1306.62,ATM,"Beijing, CN",1,1,Not Fraud,8,0,0
Money Transfer,18818.98,Tablet,"Delhi, IN",2,0,Fraud,15,0,0
Online Purchase,227.21,Mobile-Android,"Berlin, DE",9,0,Not Fraud,12,5,1
Password Change,0.0,Desktop-Mac,"Beijing, CN",2,0,Not Fraud,17,0,0
Online Purchase,350.29,Desktop-Windows,"Houston, US",8,1,Not Fraud,7,2,0
Money Transfer,2937.4,ATM,"New York, US",2,2,Not Fraud,8,1,0
ATM Withdrawal,245.17,Tablet,"Bangalore, IN",2,0,Not Fraud,17,4,0
Loan Application,9030.27,Mobile-iOS,"Delhi, IN",2,1,Not Fraud,11,0,0
Login,0.0,POS-Terminal,"London, UK",1,0,Not Fraud,0,5,1
Loan Application,3770.11,POS-Terminal,"Lagos, NG",2,0,Fraud,13,3,0
Online Purchase,153.39,Mobile-iOS,"Mumbai, IN",1,0,Not Fraud,12,4,0
Add Beneficiary,0.0,Tablet,"Toronto, CA",2,2,Not Fraud,11,5,1
Add Beneficiary,0.0,ATM,"London, UK",6,3,Not Fraud,16,2,0
Money Transfer,15844.56,Tablet,"Lagos, NG",4,0,Fraud,11,0,0
Online Purchase,1726.89,Tablet,"Berlin, DE",5,1,Not Fraud,10,6,1
Wallet Top-up,1263.28,Mobile-iOS,"Kolkata, IN",3,0,Not Fraud,15,3,0
Bill Payment,315.32,Desktop-Mac,"Chicago, US",3,0,Not Fraud,0,1,0
Password Change,0.0,Mobile-iOS,"Toronto, CA",4,0,Not Fraud,11,0,0
Bill Payment,116.69,Desktop-Mac,"Dubai, AE",2,0,Not Fraud,0,0,0
Login,0.0,Mobile-Android,"Chicago, US",1,1,Not Fraud,8,2,0
Wallet Top-up,2122.4,POS-Terminal,"Beijing, CN",2,0,Not Fraud,12,4,0
Money Transfer,5258.77,POS-Terminal,"Mumbai, IN",2,0,Not Fraud,12,5,1
Login,0.0,Mobile-iOS,"Dubai, AE",1,1,Not Fraud,20,6,1
Online Purchase,933.53,POS-Terminal,"Los Angeles, US",2,1,Not Fraud,11,6,1
Wallet Top-up,2494.43,Desktop-Windows,"Sao Paulo, BR",6,0,Fraud,1,0,0
Bill Payment,2658.93,Desktop-Mac,"Singapore, SG",1,0,Not Fraud,16,0,0
Password Change,0.0,ATM,"Dubai, AE",7,0,Fraud,4,2,0
Password Change,0.0,ATM,"Sao Paulo, BR",4,0,Not Fraud,9,6,1
Loan Application,15874.5,Desktop-Mac,"Lagos, NG",1,0,Fraud,0,2,0
Online Purchase,595.82,POS-Terminal,"Chicago, US",6,1,Not Fraud,12,0,0
Add Beneficiary,0.0,Desktop-Windows,"Sao Paulo, BR",2,2,Not Fraud,8,4,0
Password Change,0.0,Mobile-iOS,"Sao Paulo, BR",3,0,Not Fraud,9,4,0
Login,0.0,Mobile-iOS,"New York, US",2,0,Not Fraud,9,1,0
Bill Payment,2873.05,Desktop-Windows,"Los Angeles, US",5,1,Not Fraud,16,1,0
Money Transfer,16642.36,Desktop-Windows,"Dubai, AE",2,0,Not Fraud,13,2,0
Add Beneficiary,0.0,ATM,Unknown Location,1,1,Not Fraud,11,6,1
Money Transfer,3638.58,ATM,"Beijing, CN",2,1,Not Fraud,11,4,0
Bill Payment,2841.73,Tablet,"Berlin, DE",1,0,Not Fraud,13,5,1
Wallet Top-up,1376.38,POS-Terminal,"Lagos, NG",5,1,Not Fraud,14,6,1
Login,0.0,Mobile-Android,"Berlin, DE",7,0,Not Fraud,20,4,0
Password Change,0.0,ATM,"Chicago, US",1,0,Not Fraud,9,4,0
Online Purchase,664.83,ATM,"Toronto, CA",1,0,Not Fraud,13,3,0
Loan Application,17587.45,POS-Terminal,"Sao Paulo, BR",3,2,Not Fraud,12,2,0
ATM Withdrawal,226.98,ATM,"Sydney, AU",2,0,Not Fraud,21,4,0
Card Swipe,20.2,POS-Terminal,"Mumbai, IN",2,0,Not Fraud,8,5,1
Card Swipe,136.12,POS-Terminal,"Beijing, CN",1,2,Not Fraud,17,6,1
ATM Withdrawal,100.64,Mobile-iOS,"Chicago, US",2,0,Not Fraud,21,2,0
Password Change,0.0,Mobile-iOS,"New York, US",2,1,Not Fraud,14,2,0
Money Transfer,1473.15,Mobile-iOS,"New York, US",3,0,Not Fraud,21,2,0
Online Purchase,1392.5,Mobile-iOS,"Dubai, AE",4,1,Not Fraud,17,1,0
Add Beneficiary,0.0,Tablet,"New York, US",3,0,Not Fraud,6,0,0
Wallet Top-up,2282.05,ATM,"Dubai, AE",4,0,Not Fraud,2,5,1
Money Transfer,18997.65,Desktop-Windows,"Sydney, AU",6,0,Fraud,9,4,0
Add Beneficiary,0.0,Desktop-Windows,"Singapore, SG",1,0,Not Fraud,14,6,1
Login,0.0,ATM,"Dubai, AE",1,1,Not Fraud,12,1,0
Card Swipe,226.7,Tablet,"Mumbai, IN",4,0,Not Fraud,14,5,1
Money Transfer,11936.08,Mobile-iOS,"Chicago, US",1,3,Not Fraud,17,2,0
Online Purchase,553.15,Mobile-iOS,"Moscow, RU",2,1,Not Fraud,11,4,0
Wallet Top-up,2751.52,Mobile-Android,"Los Angeles, US",5,0,Not Fraud,15,6,1
Loan Application,13828.56,Mobile-iOS,"Chicago, US",2,0,Fraud,7,5,1
Login,0.0,Mobile-Android,"Los Angeles, US",2,0,Not Fraud,18,0,0
Add Beneficiary,0.0,POS-Terminal,"New York, US",5,0,Not Fraud,9,0,0
Password Change,0.0,ATM,"Berlin, DE",1,1,Not Fraud,15,3,0
Add Beneficiary,0.0,Desktop-Mac,"Sao Paulo, BR",7,2,Not Fraud,14,2,0
Wallet Top-up,1830.19,Mobile-iOS,"Dubai, AE",2,1,Not Fraud,12,5,1
Add Beneficiary,0.0,Desktop-Mac,"Lagos, NG",8,0,Fraud,9,2,0
Wallet Top-up,2374.35,Mobile-iOS,"Los Angeles, US",2,0,Not Fraud,9,3,0
Card Swipe,371.21,Desktop-Windows,"Sao Paulo, BR",4,3,Not Fraud,18,5,1
Card Swipe,198.96,POS-Terminal,"Mumbai, IN",3,0,Not Fraud,16,2,0
Money Transfer,12442.34,Desktop-Mac,"Singapore, SG",3,0,Fraud,13,3,0
Online Purchase,1625.35,POS-Terminal,"Beijing, CN",10,2,Not Fraud,11,5,1
Password Change,0.0,Desktop-Mac,"Berlin, DE",3,0,Not Fraud,17,5,1
Card Swipe,110.03,Mobile-iOS,"Mumbai, IN",1,0,Not Fraud,16,6,1
ATM Withdrawal,444.43,Desktop-Windows,"Moscow, RU",1,0,Fraud,15,3,0
Money Transfer,15301.17,Tablet,"New York, US",4,0,Not Fraud,15,0,0
Add Beneficiary,0.0,Tablet,"Berlin, DE",5,0,Not Fraud,10,4,0
Password Change,0.0,ATM,"Sydney, AU",10,0,Not Fraud,9,6,1
Password Change,0.0,POS-Terminal,"Sydney, AU",2,0,Not Fraud,0,3,0
Bill Payment,1198.42,Desktop-Windows,"Lagos, NG",6,0,Not Fraud,22,6,1
ATM Withdrawal,185.7,Tablet,"Lagos, NG",1,1,Not Fraud,7,4,0
Wallet Top-up,714.7,ATM,"Sao Paulo, BR",1,0,Not Fraud,15,5,1
Card Swipe,396.27,Mobile-Android,"Beijing, CN",4,1,Not Fraud,21,0,0
Online Purchase,56.78,Mobile-Android,"Lagos, NG",4,0,Not Fraud,23,6,1
Card Swipe,289.05,Mobile-Android,"Beijing, CN",2,0,Not Fraud,14,4,0
Password Change,0.0,Desktop-Windows,Unknown Location,2,4,Fraud,20,5,1
Add Beneficiary,0.0,Tablet,"Singapore, SG",2,3,Not Fraud,13,5,1
Bill Payment,2363.26,Tablet,"Moscow, RU",6,0,Fraud,8,6,1
Money Transfer,12199.32,POS-Terminal,"Beijing, CN",2,0,Not Fraud,11,3,0
Add Beneficiary,0.0,Desktop-Windows,"Mumbai, IN",1,0,Not Fraud,11,0,0
Wallet Top-up,679.55,Desktop-Windows,"Mumbai, IN",2,0,Not Fraud,0,2,0
Add Beneficiary,0.0,ATM,"Los Angeles, US",4,0,Not Fraud,8,2,0
Bill Payment,1279.67,Mobile-iOS,"Moscow, RU",3,1,Fraud,10,0,0
Bill Payment,546.93,Desktop-Windows,"Chicago, US",5,0,Not Fraud,17,0,0
Card Swipe,190.44,Mobile-Android,"Sydney, AU",3,0,Not Fraud,6,4,0
ATM Withdrawal,241.09,ATM,"Chicago, US",2,0,Not Fraud,18,2,0
Money Transfer,7160.32,Mobile-iOS,"London, UK",5,0,Not Fraud,11,0,0
Card Swipe,260.17,Mobile-iOS,"Delhi, IN",6,0,Not Fraud,1,4,0
Loan Application,19609.04,Tablet,"Sydney, AU",1,3,Not Fraud,12,4,0
Wallet Top-up,1428.28,Mobile-iOS,"Toronto, CA",1,0,Not Fraud,0,1,0
Password Change,0.0,POS-Terminal,"London, UK",5,1,Not Fraud,19,1,0
Loan Application,17276.37,Desktop-Windows,"Toronto, CA",2,0,Not Fraud,11,1,0
Bill Payment,1779.51,Mobile-iOS,"Houston, US",2,0,Not Fraud,12,4,0
ATM Withdrawal,486.12,Tablet,"Berlin, DE",3,0,Not Fraud,11,2,0
Wallet Top-up,2718.23,Mobile-iOS,"Los Angeles, US",1,0,Not Fraud,19,5,1
ATM Withdrawal,201.03,Desktop-Windows,"Moscow, RU",7,2,Fraud,18,1,0
Card Swipe,93.64,Desktop-Mac,"Mumbai, IN",4,0,Not Fraud,21,4,0
Loan Application,1074.28,Desktop-Mac,"Sao Paulo, BR",3,2,Not Fraud,8,4,0
Wallet Top-up,1623.64,Mobile-Android,"Bangalore, IN",7,1,Not Fraud,16,5,1
Money Transfer,15808.66,ATM,"Singapore, SG",2,0,Not Fraud,19,3,0
Online Purchase,1916.39,Desktop-Mac,"Dubai, AE",1,0,Not Fraud,9,5,1
Wallet Top-up,243.96,ATM,"New York, US",4,1,Not Fraud,22,4,0
Card Swipe,292.78,Desktop-Mac,Unknown Location,3,0,Not Fraud,12,5,1
Wallet Top-up,1617.69,Mobile-Android,"Berlin, DE",3,0,Not Fraud,0,4,0
Loan Application,4860.57,Tablet,"Chicago, US",3,0,Not Fraud,15,4,0
Money Transfer,4904.82,Tablet,"Mumbai, IN",2,0,Not Fraud,12,3,0
Bill Payment,901.51,Desktop-Windows,Unknown Location,4,0,Not Fraud,17,5,1
Bill Payment,2745.46,POS-Terminal,"Moscow, RU",3,0,Not Fraud,6,6,1
Login,0.0,ATM,"Dubai, AE",2,0,Not Fraud,16,1,0
Money Transfer,13030.7,Tablet,"Sydney, AU",1,0,Not Fraud,20,0,0
Add Beneficiary,0.0,Mobile-iOS,"Dubai, AE",6,0,Not Fraud,22,2,0
Bill Payment,1636.38,Desktop-Mac,"New York, US",6,0,Not Fraud,12,0,0
ATM Withdrawal,43.66,Mobile-Android,"Moscow, RU",3,4,Fraud,17,3,0
Wallet Top-up,2617.22,Desktop-Windows,"New York, US",2,0,Not Fraud,16,4,0
Login,0.0,Mobile-iOS,"Sydney, AU",1,0,Not Fraud,8,6,1
ATM Withdrawal,232.11,Desktop-Windows,"Berlin, DE",7,0,Not Fraud,14,6,1
Add Beneficiary,0.0,POS-Terminal,"Dubai, AE",3,1,Not Fraud,10,5,1
Bill Payment,1519.44,Desktop-Mac,"Berlin, DE",6,1,Not Fraud,18,6,1
Password Change,0.0,ATM,"Sydney, AU",2,2,Not Fraud,14,1,0
Money Transfer,15163.3,POS-Terminal,"Berlin, DE",1,0,Not Fraud,19,4,0
Wallet Top-up,2703.93,Desktop-Mac,"Beijing, CN",2,0,Not Fraud,14,3,0
ATM Withdrawal,382.88,Mobile-iOS,"Sao Paulo, BR",3,0,Not Fraud,13,5,1
Wallet Top-up,2478.58,Mobile-iOS,"Delhi, IN",2,1,Not Fraud,20,1,0
Bill Payment,2587.76,POS-Terminal,"Beijing, CN",2,0,Not Fraud,10,3,0
Login,0.0,Tablet,"Dubai, AE",1,0,Not Fraud,4,3,0
Login,0.0,Mobile-Android,"Kolkata, IN",7,0,Not Fraud,16,4,0
Loan Application,14617.29,Desktop-Windows,"Singapore, SG",3,0,Not Fraud,15,3,0
Card Swipe,422.57,Desktop-Windows,"Dubai, AE",3,1,Not Fraud,19,5,1
Money Transfer,10694.71,Desktop-Mac,"Sydney, AU",1,0,Not Fraud,16,3,0
Bill Payment,1640.74,Mobile-iOS,"Berlin, DE",1,0,Not Fraud,13,2,0
Bill Payment,214.88,Mobile-Android,"New York, US",2,0,Not Fraud,12,4,0
Bill Payment,1003.95,Desktop-Mac,"Houston, US",2,0,Not Fraud,19,3,0
Bill Payment,285.1,Mobile-Android,"Sao Paulo, BR",2,0,Not Fraud,9,6,1
Login,0.0,POS-Terminal,"Berlin, DE",4,1,Not Fraud,19,0,0
Wallet Top-up,2424.19,Desktop-Mac,"London, UK",1,0,Not Fraud,22,3,0
ATM Withdrawal,429.85,Mobile-iOS,"Los Angeles, US",2,0,Not Fraud,21,3,0
Money Transfer,2881.23,Mobile-Android,"Lagos, NG",2,2,Not Fraud,18,6,1
Online Purchase,2024.84,Mobile-Android,"London, UK",1,0,Not Fraud,12,5,1
Bill Payment,814.69,Tablet,"Mumbai, IN",2,0,Not Fraud,11,4,0
Wallet Top-up,1746.42,Tablet,"Singapore, SG",10,1,Fraud,19,0,0
Wallet Top-up,2025.02,Mobile-Android,"Sydney, AU",1,0,Not Fraud,8,3,0
Wallet Top-up,2929.38,Desktop-Mac,"Toronto, CA",5,0,Fraud,23,3,0
Login,0.0,Tablet,Unknown Location,4,3,Not Fraud,12,1,0
Password Change,0.0,Tablet,"Bangalore, IN",2,4,Fraud,23,0,0
Add Beneficiary,0.0,POS-Terminal,"Dubai, AE",1,5,Not Fraud,11,4,0
Login,0.0,Mobile-iOS,"Berlin, DE",1,0,Not Fraud,11,2,0
Add Beneficiary,0.0,Mobile-Android,"New York, US",2,1,Not Fraud,13,4,0
Login,0.0,Desktop-Mac,"Lagos, NG",4,0,Not Fraud,0,4,0
Online Purchase,2801.79,ATM,"Lagos, NG",2,1,Not Fraud,18,5,1
Wallet Top-up,2386.49,ATM,"Singapore, SG",2,0,Not Fraud,11,2,0
Login,0.0,ATM,"Kolkata, IN",2,1,Not Fraud,3,0,0
Money Transfer,14474.1,Mobile-Android,"Sydney, AU",1,0,Not Fraud,10,1,0
Bill Payment,2278.89,Mobile-iOS,"Moscow, RU",5,1,Not Fraud,22,6,1
Password Change,0.0,Mobile-Android,"Bangalore, IN",2,0,Not Fraud,18,2,0
Add Beneficiary,0.0,Mobile-Android,"Lagos, NG",1,0,Not Fraud,13,5,1
Wallet Top-up,460.86,Tablet,Unknown Location,1,0,Fraud,8,4,0
Wallet Top-up,2662.29,Mobile-iOS,"Bangalore, IN",4,0,Not Fraud,14,2,0
Bill Payment,2853.35,Desktop-Windows,"Los Angeles, US",3,5,Not Fraud,9,4,0
Money Transfer,11001.59,ATM,"Moscow, RU",2,0,Fraud,17,5,1
Login,0.0,Mobile-Android,"London, UK",2,0,Not Fraud,4,2,0
Card Swipe,52.47,Mobile-iOS,"Houston, US",6,0,Not Fraud,7,3,0
Money Transfer,2545.61,Desktop-Windows,"New York, US",4,0,Not Fraud,16,3,0
ATM Withdrawal,197.1,Mobile-iOS,"Singapore, SG",9,0,Not Fraud,2,1,0
Login,0.0,Mobile-Android,"Mumbai, IN",4,1,Not Fraud,7,6,1
Bill Payment,782.12,Desktop-Mac,"Sydney, AU",1,0,Not Fraud,11,1,0
Bill Payment,1185.75,Desktop-Mac,"Sao Paulo, BR",2,0,Not Fraud,23,1,0
ATM Withdrawal,491.95,Desktop-Mac,"Dubai, AE",2,2,Not Fraud,22,3,0
Card Swipe,238.87,POS-Terminal,"Houston, US",1,0,Not Fraud,6,3,0
Wallet Top-up,1699.05,Desktop-Windows,"Dubai, AE",5,0,Fraud,23,6,1
Wallet Top-up,461.32,POS-Terminal,"Bangalore, IN",1,1,Not Fraud,7,1,0
ATM Withdrawal,291.67,Desktop-Windows,"Berlin, DE",3,0,Not Fraud,9,3,0
Online Purchase,1642.37,Mobile-Android,"Dubai, AE",2,0,Not Fraud,6,2,0
Wallet Top-up,2419.84,Tablet,"Berlin, DE",2,5,Not Fraud,17,2,0
Money Transfer,16340.35,ATM,"Singapore, SG",2,1,Fraud,23,1,0
Online Purchase,2590.25,Tablet,"Sao Paulo, BR",2,0,Not Fraud,7,4,0
Add Beneficiary,0.0,Mobile-Android,"Kolkata, IN",1,0,Not Fraud,3,1,0
Login,0.0,ATM,"Chicago, US",1,1,Not Fraud,9,4,0
Wallet Top-up,1247.75,ATM,"Delhi, IN",7,1,Not Fraud,18,2,0
Wallet Top-up,778.82,Desktop-Mac,"Dubai, AE",2,0,Not Fraud,15,3,0
Online Purchase,2874.82,POS-Terminal,"Chicago, US",2,0,Not Fraud,11,2,0
Card Swipe,77.42,Mobile-iOS,"Bangalore, IN",7,0,Not Fraud,13,3,0
Money Transfer,15594.98,Mobile-iOS,"Beijing, CN",6,0,Fraud,13,0,0
Card Swipe,389.7,Mobile-iOS,"New York, US",6,0,Not Fraud,14,6,1
ATM Withdrawal,278.04,ATM,"Mumbai, IN",5,0,Not Fraud,17,4,0
ATM Withdrawal,105.14,Mobile-iOS,"Houston, US",5,0,Not Fraud,18,5,1
Wallet Top-up,1060.47,Mobile-Android,"Delhi, IN",2,1,Not Fraud,13,3,0
Loan Application,17001.6,Mobile-iOS,"Los Angeles, US",1,0,Fraud,21,4,0
Add Beneficiary,0.0,Mobile-iOS,"Houston, US",1,3,Not Fraud,6,4,0
Online Purchase,2109.93,Mobile-iOS,"Lagos, NG",1,2,Not Fraud,17,6,1
Login,0.0,Tablet,"Berlin, DE",1,0,Not Fraud,11,5,1
Money Transfer,7572.29,Tablet,"Kolkata, IN",3,0,Not Fraud,17,2,0
Online Purchase,933.03,ATM,"Chicago, US",4,3,Not Fraud,7,6,1
Card Swipe,257.73,Mobile-Android,"Toronto, CA",1,0,Not Fraud,19,4,0
Card Swipe,171.46,ATM,"Lagos, NG",2,0,Not Fraud,7,6,1
Login,0.0,Mobile-iOS,"London, UK",2,0,Not Fraud,18,1,0
ATM Withdrawal,217.2,Mobile-Android,"Bangalore, IN",1,0,Not Fraud,13,2,0
Card Swipe,270.46,POS-Terminal,"Los Angeles, US",1,0,Not Fraud,16,4,0
Bill Payment,2666.56,Tablet,"Dubai, AE",4,1,Not Fraud,11,2,0
Password Change,0.0,Tablet,"Delhi, IN",1,0,Not Fraud,10,2,0
Add Beneficiary,0.0,Desktop-Mac,"Beijing, CN",1,3,Not Fraud,10,1,0
Wallet Top-up,2900.85,Desktop-Windows,"Moscow, RU",1,0,Not Fraud,12,2,0
Add Beneficiary,0.0,Desktop-Windows,"Sydney, AU",7,5,Not Fraud,20,3,0
Password Change,0.0,Mobile-Android,"Mumbai, IN",1,0,Not Fraud,18,5,1
Money Transfer,19142.01,Desktop-Windows,"Berlin, DE",2,1,Not Fraud,11,6,1
Login,0.0,Desktop-Mac,"Sydney, AU",2,0,Not Fraud,18,3,0
Online Purchase,2494.36,Desktop-Mac,"Houston, US",2,2,Not Fraud,14,6,1
Login,0.0,Desktop-Mac,"Los Angeles, US",4,2,Not Fraud,17,4,0
Loan Application,2457.81,ATM,"Toronto, CA",3,0,Not Fraud,13,2,0
Wallet Top-up,1215.42,Mobile-Android,"Dubai, AE",8,0,Not Fraud,15,4,0
Loan Application,15904.53,POS-Terminal,"Delhi, IN",2,0,Fraud,0,0,0
Money Transfer,9039.01,Mobile-iOS,"Berlin, DE",1,3,Not Fraud,20,6,1
Login,0.0,Mobile-iOS,"Houston, US",5,0,Not Fraud,22,3,0
Money Transfer,17267.36,Desktop-Mac,"Bangalore, IN",1,0,Not Fraud,13,6,1
Add Beneficiary,0.0,Mobile-iOS,"Singapore, SG",3,0,Not Fraud,18,3,0
